"age;""job"";""marital"";""education"";""default"";""housing"";""loan"";""contact"";""month"";""day_of_week"";""duration"";""campaign"";""pdays"";""previous"";""poutcome"";""emp.var.rate"";""cons.price.idx"";""cons.conf.idx"";""euribor3m"";""nr.employed"";""y""",household_id,total_spend,avg_transaction_amount,transaction_count,login_frequency_monthly,mobile_app_sessions,customer_service_calls_30d,credit_score,debt_to_income_ratio,delinquency_flag_90d
"37;""technician"";""married"";""high.school"";""unknown"";""no"";""yes"";""cellular"";""may"";""thu"";102;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34715,45.11224746025468,45.11224746025468,1,11,8,1,686,0.481509801354673,0
"28;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";176;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34716,94.61368560069656,94.61368560069656,1,12,9,1,613,0.509851771483922,0
"29;""admin."";""divorced"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";241;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34717,177.63105578188498,177.63105578188498,1,15,4,5,806,0.2994003815580113,0
"29;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";566;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34718,72.19987444698833,72.19987444698833,1,10,5,2,724,0.4868538137051106,0
"31;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";303;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34719,115.1962551096798,115.1962551096798,1,11,3,1,675,0.3881950553389131,0
"26;""blue-collar"";""married"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";649;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34720,111.43369999331996,111.43369999331996,1,11,4,1,627,0.5639776593055029,0
"25;""student"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";959;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34721,27.045362379249347,27.045362379249347,1,15,3,0,726,0.3101954983557113,0
"31;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";134;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34722,146.34621001525534,146.34621001525534,1,14,7,0,670,0.1413497118476078,0
"34;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";353;6;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34723,86.77247813100298,86.77247813100298,1,11,4,3,733,0.4038397569564712,0
"30;""admin."";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""thu"";72;7;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34724,247.4754851522709,247.4754851522709,1,8,5,1,676,0.4146840489964433,0
"33;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";337;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34725,175.97348503011858,175.97348503011858,1,10,2,1,622,0.1340517877234972,0
"34;""blue-collar"";""single"";""basic.4y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";93;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34726,17.727892693235265,17.727892693235265,1,15,7,0,628,0.5920063713888131,0
"27;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";291;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34727,100.63695325645584,100.63695325645584,1,13,7,0,636,0.1103746352017888,0
"31;""admin."";""single"";""university.degree"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";546;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34728,181.84831366972512,181.84831366972512,1,15,6,1,815,0.2551940488712753,0
"32;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";252;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34729,13.65483624481814,13.65483624481814,1,10,4,1,751,0.1317463422785708,0
"54;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";532;2;6;2;""success"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34730,235.8914457722618,235.8914457722618,1,6,3,2,766,0.4260131324356305,0
"31;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";204;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34731,37.65518365581216,37.65518365581216,1,13,6,1,774,0.3087087311442635,0
"52;""technician"";""married"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";152;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34732,104.90038231155472,104.90038231155472,1,20,6,2,685,0.1084376486619955,0
"31;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""thu"";267;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34733,423.42143082672527,423.42143082672527,1,8,6,0,764,0.1945353038208505,0
"35;""admin."";""divorced"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";406;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34734,127.0616648792665,127.0616648792665,1,12,8,3,622,0.2410045843594222,0
"31;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";1094;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34735,82.76132354446915,82.76132354446915,1,12,4,0,759,0.4631854795372951,1
"26;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";320;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34736,1.0227177045692617,1.0227177045692617,1,10,2,3,792,0.5312520139828033,0
"28;""blue-collar"";""single"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";884;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34737,21.479023439186246,21.479023439186246,1,15,6,0,810,0.1989295931940134,0
"29;""technician"";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";410;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34738,129.64865867112593,129.64865867112593,1,12,7,2,682,0.224189419932069,0
"28;""services"";""single"";""professional.course"";""no"";""no"";""no"";""telephone"";""may"";""thu"";210;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34739,102.13093500002093,102.13093500002093,1,13,5,6,636,0.2170407920276247,0
"23;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";198;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34740,67.84322399340846,67.84322399340846,1,15,4,3,614,0.2200375435203681,0
"30;""admin."";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";241;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34741,385.0136251938467,385.0136251938467,1,13,5,1,753,0.4388503651150026,0
"47;""blue-collar"";""divorced"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";16;8;6;2;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34742,60.62845918354356,60.62845918354356,1,12,3,0,710,0.3189536351478825,1
"29;""admin."";""single"";""basic.9y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";460;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34743,115.55308286824442,115.55308286824442,1,17,4,0,599,0.4348180490841609,0
"37;""blue-collar"";""divorced"";""basic.9y"";""no"";""yes"";""no"";""telephone"";""may"";""thu"";604;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""yes""",HH_34744,126.14737001334498,126.14737001334498,1,9,6,0,592,0.5623265807621991,0
"39;""management"";""married"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""thu"";427;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34745,112.44759524255804,112.44759524255804,1,15,6,1,609,0.3516727460679062,0
"45;""entrepreneur"";""divorced"";""university.degree"";""no"";""yes"";""yes"";""telephone"";""may"";""thu"";72;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34746,97.39406059259836,97.39406059259836,1,12,9,0,582,0.1690167733316202,0
"33;""admin."";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";350;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34747,61.6614639247949,61.6614639247949,1,9,7,1,720,0.2764861501395125,0
"29;""blue-collar"";""married"";""basic.6y"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";93;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34748,359.14525512828214,359.14525512828214,1,10,7,1,727,0.5302595196493348,0
"30;""admin."";""single"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";176;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34749,89.89478163237527,89.89478163237527,1,8,10,1,791,0.3904623736831866,0
"24;""admin."";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";118;4;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34750,112.75916040218796,112.75916040218796,1,6,4,1,676,0.2232283792549132,0
"39;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";387;10;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34751,160.27561135811737,160.27561135811737,1,17,6,0,691,0.2614291936105528,0
"48;""services"";""single"";""basic.4y"";""unknown"";""yes"";""yes"";""cellular"";""may"";""thu"";106;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34752,10.508021879231029,10.508021879231029,1,13,12,1,583,0.4925001141006808,0
"37;""technician"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";336;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34753,228.0000194882836,228.0000194882836,1,9,3,2,693,0.2621524428763998,0
"32;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";205;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34754,107.77199755574102,107.77199755574102,1,14,5,0,732,0.3253661545086067,0
"43;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";135;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34755,160.58112192840466,160.58112192840466,1,9,6,1,634,0.1801704265440575,0
"29;""blue-collar"";""single"";""basic.4y"";""unknown"";""yes"";""no"";""telephone"";""may"";""thu"";42;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34756,221.76938548635465,221.76938548635465,1,19,2,0,627,0.5579015779715122,0
"42;""blue-collar"";""married"";""unknown"";""unknown"";""no"";""yes"";""cellular"";""may"";""thu"";428;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34757,310.83937483475785,310.83937483475785,1,5,2,1,763,0.2952139369332586,0
"23;""technician"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";240;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34758,74.69144859422993,74.69144859422993,1,10,5,1,612,0.3356468797845821,0
"60;""retired"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";512;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34759,250.24281286948545,250.24281286948545,1,21,4,1,785,0.3494610047121274,0
"36;""entrepreneur"";""single"";""basic.9y"";""unknown"";""yes"";""yes"";""cellular"";""may"";""thu"";75;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34760,44.93018459421285,44.93018459421285,1,14,2,0,588,0.3055349277381529,0
"26;""blue-collar"";""single"";""basic.9y"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";88;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34761,161.9696036522273,161.9696036522273,1,15,4,2,728,0.510325387257274,0
"30;""services"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";41;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34762,16.255974147947395,16.255974147947395,1,17,3,0,645,0.1770159093206588,0
"31;""blue-collar"";""married"";""basic.6y"";""unknown"";""yes"";""no"";""telephone"";""may"";""thu"";27;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34763,3.035069551355837,3.035069551355837,1,10,7,2,694,0.2671510029497853,1
"30;""technician"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";181;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34764,15.099588641551128,15.099588641551128,1,16,14,0,645,0.552942188808703,0
"38;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";306;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34765,57.71321773443528,57.71321773443528,1,16,2,1,684,0.5584839553823324,0
"29;""admin."";""divorced"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""thu"";90;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34766,4.738246881669143,4.738246881669143,1,13,10,5,773,0.1848005699176216,0
"38;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";15;9;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34767,149.33713774050523,149.33713774050523,1,17,4,2,803,0.5336967470640975,0
"38;""entrepreneur"";""married"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";136;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34768,57.08906807526666,57.08906807526666,1,12,5,0,645,0.2235008595000144,0
"46;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";154;2;12;1;""success"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34769,199.984753547514,199.984753547514,1,16,4,0,615,0.1547084567340532,0
"43;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";305;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34770,7.050398369690432,7.050398369690432,1,10,2,1,762,0.5553407102816164,0
"40;""management"";""married"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";190;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34771,36.63622718158764,36.63622718158764,1,11,11,1,799,0.1109973692490811,0
"29;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""thu"";47;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34772,78.63816452171503,78.63816452171503,1,9,9,3,765,0.3824180851879989,0
"31;""technician"";""married"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";172;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34773,72.34825284257435,72.34825284257435,1,9,4,2,623,0.5622525962238022,0
"39;""blue-collar"";""divorced"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";170;7;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34774,21.061593973050403,21.061593973050403,1,9,6,0,768,0.3526996056289453,0
"36;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""no"";""cellular"";""may"";""thu"";204;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34775,770.8593098668941,770.8593098668941,1,7,3,1,796,0.4141169875114032,0
"26;""technician"";""single"";""professional.course"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";294;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34776,50.20338604075637,50.20338604075637,1,12,6,1,788,0.1287167681394152,0
"27;""self-employed"";""single"";""university.degree"";""no"";""no"";""no"";""cellular"";""may"";""thu"";367;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34777,191.49877537865976,191.49877537865976,1,12,5,1,749,0.1294774268887751,0
"25;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";173;6;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34778,37.27433806181609,37.27433806181609,1,10,5,1,669,0.3720199455819518,0
"29;""technician"";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";62;4;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34779,315.3773089687752,315.3773089687752,1,7,7,2,664,0.5068184187703697,0
"33;""blue-collar"";""married"";""basic.9y"";""unknown"";""no"";""yes"";""telephone"";""may"";""thu"";113;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34780,73.59422345600458,73.59422345600458,1,10,5,2,665,0.2372896147150648,0
"27;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";136;5;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34781,346.7476430844091,346.7476430844091,1,13,2,0,714,0.2637935161899865,0
"44;""technician"";""married"";""professional.course"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";292;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34782,62.74492456608127,62.74492456608127,1,12,5,1,743,0.4449292684841123,0
"32;""blue-collar"";""married"";""basic.4y"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";80;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34783,1.3022094005285914,1.3022094005285914,1,9,10,3,692,0.5158693603443516,0
"33;""technician"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";90;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34784,109.16713898906032,109.16713898906032,1,15,2,2,650,0.2228890467076403,0
"34;""blue-collar"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";144;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34785,111.59911865527802,111.59911865527802,1,3,2,2,771,0.4849545842052205,0
"24;""management"";""married"";""university.degree"";""no"";""no"";""no"";""telephone"";""may"";""thu"";28;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34786,19.14674409165829,19.14674409165829,1,14,3,2,615,0.550520386478184,0
"33;""blue-collar"";""married"";""basic.9y"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";178;7;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34787,40.17477447657882,40.17477447657882,1,12,9,0,657,0.2437044905911886,1
"48;""services"";""single"";""basic.4y"";""unknown"";""yes"";""yes"";""cellular"";""may"";""thu"";306;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34788,229.5216550147104,229.5216550147104,1,11,4,1,613,0.310162133243012,0
"28;""admin."";""married"";""high.school"";""no"";""no"";""yes"";""cellular"";""may"";""thu"";386;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34789,5.617251351684633,5.617251351684633,1,14,2,1,649,0.3478167397829903,0
"36;""unemployed"";""married"";""basic.9y"";""unknown"";""yes"";""yes"";""cellular"";""may"";""thu"";114;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34790,100.86253774948304,100.86253774948304,1,13,5,1,696,0.1819753833096705,0
"43;""blue-collar"";""married"";""basic.4y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";493;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34791,113.383696379807,113.383696379807,1,14,5,0,706,0.5259842119110625,0
"33;""blue-collar"";""single"";""high.school"";""no"";""yes"";""yes"";""telephone"";""may"";""thu"";33;7;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34792,175.05554178323615,175.05554178323615,1,13,8,1,718,0.299378231819191,0
"31;""services"";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";452;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34793,5.726366607751616,5.726366607751616,1,13,8,2,645,0.1630306408342435,0
"27;""admin."";""single"";""basic.9y"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";167;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34794,132.15530811872327,132.15530811872327,1,12,9,3,768,0.2531183489099768,0
"36;""blue-collar"";""married"";""basic.6y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";125;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34795,0.4654268142100028,0.4654268142100028,1,8,4,1,731,0.3028067189960021,0
"29;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";185;10;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34796,46.21912287059402,46.21912287059402,1,12,6,2,600,0.5471613139296502,0
"28;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";341;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34797,103.87738357476243,103.87738357476243,1,20,5,3,735,0.4929526771058489,0
"35;""services"";""married"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";223;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34798,363.3427516100601,363.3427516100601,1,7,1,3,750,0.3528807537693679,0
"25;""entrepreneur"";""single"";""university.degree"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";415;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34799,20.302496673957183,20.302496673957183,1,12,6,1,588,0.1397572640865129,0
"20;""blue-collar"";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";908;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34800,27.82102105097592,27.82102105097592,1,11,7,0,621,0.2055907907439168,0
"24;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";166;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34801,165.95890059707844,165.95890059707844,1,20,7,0,650,0.1065023598720281,0
"55;""admin."";""divorced"";""university.degree"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";168;2;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34802,70.46735457638529,70.46735457638529,1,12,2,0,775,0.2734632904865489,0
"30;""student"";""single"";""unknown"";""no"";""no"";""no"";""cellular"";""may"";""thu"";486;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34803,146.4942740544721,146.4942740544721,1,18,5,0,675,0.5975524160791819,1
"23;""admin."";""single"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";67;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34804,895.9946140238114,895.9946140238114,1,4,6,0,630,0.3568372157837517,0
"33;""technician"";""single"";""basic.9y"";""no"";""no"";""no"";""telephone"";""may"";""thu"";167;6;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34805,649.947319414686,649.947319414686,1,14,2,1,589,0.5632968882564596,0
"25;""blue-collar"";""single"";""high.school"";""unknown"";""no"";""yes"";""cellular"";""may"";""thu"";338;3;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34806,65.47687470985949,65.47687470985949,1,13,5,1,729,0.2232317395648111,0
"24;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";10;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34807,105.15433008896142,105.15433008896142,1,9,8,2,722,0.4538339177031194,0
"21;""student"";""single"";""high.school"";""unknown"";""yes"";""no"";""cellular"";""may"";""thu"";142;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34808,352.5933309579047,352.5933309579047,1,14,5,1,797,0.2093321355036774,0
"32;""admin."";""married"";""university.degree"";""no"";""yes"";""no"";""telephone"";""may"";""thu"";151;5;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34809,14.504335149072787,14.504335149072787,1,11,6,1,767,0.2293675623993984,0
"34;""admin."";""single"";""university.degree"";""no"";""yes"";""yes"";""cellular"";""may"";""thu"";384;7;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34810,90.30520723646272,90.30520723646272,1,12,5,1,640,0.2557718641553658,0
"30;""services"";""married"";""high.school"";""no"";""no"";""no"";""cellular"";""may"";""thu"";192;4;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34811,71.12038690306667,71.12038690306667,1,12,7,0,710,0.3214048401762621,0
"32;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";212;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34812,52.40868151190428,52.40868151190428,1,17,7,0,795,0.3331223787488752,0
"33;""blue-collar"";""single"";""basic.6y"";""unknown"";""no"";""no"";""cellular"";""may"";""thu"";100;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34813,772.5935728116456,772.5935728116456,1,12,5,1,732,0.1928311197135638,0
"40;""blue-collar"";""married"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";308;2;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34814,198.38490307295197,198.38490307295197,1,10,5,1,759,0.3290904115707075,0
"29;""admin."";""single"";""high.school"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";54;11;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34815,73.83664766768744,73.83664766768744,1,14,4,1,585,0.2438203966979053,0
"34;""services"";""single"";""high.school"";""no"";""no"";""yes"";""telephone"";""may"";""thu"";30;6;999;0;""nonexistent"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34816,264.93296281651806,264.93296281651806,1,12,3,3,653,0.4003713569046317,0
"30;""blue-collar"";""single"";""basic.9y"";""no"";""yes"";""no"";""cellular"";""may"";""thu"";340;3;999;1;""failure"";-1.8;92.893;-46.2;1.266;5099.1;""no""",HH_34817,100.90350945046303,100.90350945046303,1,13,4,1,616,0.1375900675777299,0
